founded,industry,count
1922,chemicals,24
1922,facilities services,9
1922,architecture & planning,16
1922,non-profit organization management,114
1922,cosmetics,5
1922,maritime,14
1922,sports,87
1922,telecommunications,7
1922,computer software,4
1922,professional training & coaching,7
1922,music,6
1922,mental health care,4
1922,luxury goods & jewelry,16
1922,textiles,25
1922,food production,45
1922,fund-raising,11
1922,government administration,20
1922,graphic design,1
1922,media production,4
1922,logistics and supply chain,14
1922,commercial real estate,3
1922,computer hardware,2
1922,internet,3
1922,management consulting,2
1922,staffing and recruiting,1
1922,semiconductors,1
1922,libraries,2
1922,publishing,30
1922,restaurants,7
1922,pharmaceuticals,13
1922,plastics,13
1922,mechanical or industrial engineering,57
1922,retail,50
1922,import and export,5
1922,veterinary,3
1922,utilities,12
1922,"health, wellness and fitness",14
1922,philanthropy,10
1922,paper & forest products,8
1922,security and investigations,7
1922,human resources,2
1922,legislative office,1
1922,supermarkets,2
1922,photography,1
1922,warehousing,1
1922,shipbuilding,3
1922,electrical/electronic manufacturing,38
1922,museums and institutions,11
1922,"leisure, travel & tourism",14
1922,broadcast media,22
1922,law practice,37
1922,banking,52
1922,primary/secondary education,29
1922,marketing and advertising,23
1922,sporting goods,10
1922,civic & social organization,28
1922,medical devices,11
1922,individual & family services,11
1922,public policy,5
1922,design,6
1922,construction,152
1922,dairy,4
1922,arts and crafts,3
1922,mining & metals,14
1922,consumer goods,36
1922,apparel & fashion,29
1922,financial services,21
1922,international trade and development,13
1922,packaging and containers,22
1922,legal services,16
1922,executive office,2
1922,military,3
1922,nanotechnology,1
1922,information technology and services,7
1922,events services,3
1922,consumer electronics,2
1922,investment banking,1
1922,fine art,3
1923,textiles,21
1923,wine and spirits,14
1923,libraries,10
1923,dairy,6
1923,mechanical or industrial engineering,77
1923,food & beverages,31
1923,security and investigations,5
1923,construction,147
1923,banking,43
1923,design,6
1923,sporting goods,8
1923,"leisure, travel & tourism",11
1923,civil engineering,14
1923,furniture,29
1923,individual & family services,16
1923,ranching,2
1923,marketing and advertising,26
1923,luxury goods & jewelry,10
1923,professional training & coaching,9
1923,broadcast media,5
1923,fund-raising,4
1923,music,9
1923,management consulting,4
1923,mental health care,6
1923,computer hardware,1
1923,machinery,66
1923,public policy,5
1923,civic & social organization,42
1923,international trade and development,10
1923,transportation/trucking/railroad,44
1923,business supplies and equipment,23
1923,sports,67
1923,insurance,57
1923,performing arts,10
1923,retail,73
1923,food production,38
1923,consumer goods,36
1923,think tanks,2
1923,higher education,51
1923,printing,30
1923,accounting,35
1923,telecommunications,6
1923,events services,2
1923,market research,2
1923,supermarkets,5
1923,oil & energy,27
1923,defense & space,2
1923,military,4
1923,aviation & aerospace,9
1923,legislative office,1
1923,human resources,1
1923,gambling & casinos,2
1923,public safety,12
1923,real estate,55
1923,architecture & planning,13
1923,research,10
1923,international affairs,5
1923,chemicals,43
1923,consumer electronics,9
1923,investment banking,2
1923,medical practice,12
1923,non-profit organization management,114
1923,environmental services,6
1923,publishing,23
1923,museums and institutions,19
1923,industrial automation,21
1923,shipbuilding,1
1923,airlines/aviation,12
1923,facilities services,14
1923,"glass, ceramics & concrete",8
1923,import and export,9
1923,computer software,7
1923,public relations and communications,2
1923,cosmetics,3
1923,government relations,6
1923,photography,4
1923,semiconductors,1
1923,plastics,6
1923,wholesale,64
1923,recreational facilities and services,17
1923,medical devices,8
1923,consumer services,16
1923,hospital & health care,63
1923,financial services,30
1923,religious institutions,27
1923,pharmaceuticals,20
1923,apparel & fashion,29
1923,paper & forest products,9
1923,law enforcement,7
1923,political organization,7
1923,"health, wellness and fitness",16
1923,warehousing,2
1923,internet,2
1923,maritime,8
1923,railroad manufacture,1
1923,restaurants,6
1923,nanotechnology,1
1923,fine art,3
1923,primary/secondary education,29
1923,information technology and services,15
1923,government administration,29
1923,veterinary,5
1923,arts and crafts,4
1923,packaging and containers,19
1923,judiciary,3
1923,mining & metals,30
1923,hospitality,54
1923,utilities,23
1923,education management,49
1923,legal services,23
1923,electrical/electronic manufacturing,38
1923,philanthropy,12
1923,renewables & environment,7
1923,animation,2
1923,commercial real estate,5
1923,entertainment,12
1923,automotive,62
1923,newspapers,10
1923,law practice,22
1923,building materials,44
1923,writing and editing,3
1923,farming,14
1923,information services,5
1923,logistics and supply chain,12
1923,media production,3
1923,staffing and recruiting,1
1923,executive office,2
1923,investment management,2
1923,biotechnology,4
1923,e-learning,1
1923,fishery,1
1923,tobacco,1
1924,civic & social organization,48
1924,higher education,52
1924,security and investigations,10
1924,chemicals,25
1924,paper & forest products,15
1924,hospitality,48
1924,restaurants,10
1924,apparel & fashion,19
1924,textiles,20
1924,information technology and services,9
1924,facilities services,9
1924,recreational facilities and services,19
1924,broadcast media,8
1924,environmental services,8
1924,insurance,55
1924,primary/secondary education,22
1924,public safety,6
1924,political organization,7
1924,law enforcement,6
1924,e-learning,1
1924,international affairs,4
1924,photography,1
1924,cosmetics,3
1924,performing arts,4
1924,warehousing,1
1924,package/freight delivery,2
1924,public relations and communications,1
1924,printing,28
1924,individual & family services,9
1924,libraries,5
1924,museums and institutions,16
1924,retail,64
1924,plastics,9
1924,research,17
1924,business supplies and equipment,14
1924,consumer electronics,4
1924,construction,142
1924,consumer services,4
1924,utilities,15
1924,telecommunications,5
1924,"leisure, travel & tourism",10
1924,media production,3
1924,"glass, ceramics & concrete",2
1924,tobacco,2
1924,biotechnology,2
1924,online media,1
1924,newspapers,18
1924,religious institutions,26
1924,farming,17
1924,banking,41
1924,marketing and advertising,15
1924,consumer goods,40
1924,luxury goods & jewelry,12
1924,renewables & environment,8
1924,building materials,25
1924,wine and spirits,17
1924,transportation/trucking/railroad,48
1924,industrial automation,8
1924,legal services,19
1924,events services,21
1924,education management,49
1924,civil engineering,13
1924,publishing,21
1924,entertainment,13
1924,architecture & planning,16
1924,airlines/aviation,4
1924,investment management,9
1924,internet,3
1924,information services,7
1924,market research,1
1924,fund-raising,4
1924,railroad manufacture,1
1924,writing and editing,1
1924,defense & space,1
1924,ranching,1
1924,international trade and development,8
1924,hospital & health care,57
1924,program development,1
1924,mechanical or industrial engineering,61
1924,oil & energy,31
1924,food production,47
1924,import and export,6
1924,accounting,32
1924,"health, wellness and fitness",17
1924,machinery,58
1924,wholesale,34
1924,government administration,24
1924,financial services,26
1924,logistics and supply chain,24
1924,packaging and containers,12
1924,public policy,3
1924,aviation & aerospace,6
1924,arts and crafts,3
1924,fine art,5
1924,design,4
1924,dairy,2
1924,graphic design,3
1924,shipbuilding,2
1924,computer software,2
1924,management consulting,7
1924,outsourcing/offshoring,1
1924,think tanks,2
1924,investment banking,2
1924,executive office,1
1924,supermarkets,2
1924,non-profit organization management,114
1924,mining & metals,14
1924,real estate,54
1924,maritime,15
1924,government relations,15
1924,electrical/electronic manufacturing,34
1924,automotive,78
1924,professional training & coaching,10
1924,philanthropy,10
1924,law practice,27
1924,food & beverages,32
1924,sporting goods,5
1924,sports,77
1924,pharmaceuticals,10
1924,medical practice,10
1924,medical devices,11
1924,furniture,13
1924,music,8
1924,motion pictures and film,7
1924,military,3
1924,mental health care,9
1924,commercial real estate,3
1925,museums and institutions,6
1925,higher education,53
1925,electrical/electronic manufacturing,22
1925,industrial automation,15
1925,environmental services,17
1925,management consulting,10
1925,events services,10
1925,printing,23
1925,real estate,45
1925,executive office,4
1925,mechanical or industrial engineering,56
1925,consumer services,15
1925,newspapers,14
1925,commercial real estate,2
1925,information technology and services,8
1925,political organization,5
1925,dairy,4
1925,think tanks,1
1925,security and investigations,6
1925,sporting goods,6
1925,graphic design,1
1925,architecture & planning,9
1925,professional training & coaching,7
1925,warehousing,2
1925,railroad manufacture,1
1925,computer networking,1
1925,capital markets,1
1925,arts and crafts,5
1925,business supplies and equipment,19
1925,individual & family services,10
1925,facilities services,9
1925,wholesale,41
1925,cosmetics,5
1925,military,2
1925,education management,47
1925,maritime,7
1925,aviation & aerospace,12
1925,publishing,26
1925,law enforcement,6
1925,food & beverages,55
1925,civil engineering,6
1925,e-learning,1
1925,government relations,4
1925,media production,5
1925,investment banking,1
1925,pharmaceuticals,15
1925,fine art,3
1925,paper & forest products,10
1925,public relations and communications,3
1925,furniture,21
1925,retail,57
1925,medical practice,15
1925,insurance,92
1925,legal services,15
1925,oil & energy,16
1925,automotive,60
1925,public safety,15
1925,sports,64
1925,public policy,4
1925,religious institutions,33
1925,telecommunications,8
1925,apparel & fashion,17
1925,law practice,35
1925,logistics and supply chain,26
1925,entertainment,11
1925,fund-raising,8
1925,legislative office,1
1925,mental health care,9
1925,farming,15
1925,plastics,7
1925,research,11
1925,import and export,2
1925,photography,2
1925,motion pictures and film,4
1925,renewables & environment,8
1925,shipbuilding,4
1925,gambling & casinos,1
1925,judiciary,1
1925,wine and spirits,13
1925,construction,120
1925,package/freight delivery,2
1925,"leisure, travel & tourism",18
1925,government administration,34
1925,primary/secondary education,26
1925,luxury goods & jewelry,11
1925,hospital & health care,57
1925,consumer goods,26
1925,hospitality,46
1925,transportation/trucking/railroad,49
1925,machinery,47
1925,human resources,2
1925,civic & social organization,24
1925,textiles,30
1925,airlines/aviation,4
1925,recreational facilities and services,12
1925,design,8
1925,packaging and containers,10
1925,libraries,4
1925,medical devices,10
1925,consumer electronics,5
1925,writing and editing,3
1925,program development,1
1925,online media,1
1925,banking,41
1925,international trade and development,5
1925,non-profit organization management,92
1925,chemicals,30
1925,accounting,39
1925,"health, wellness and fitness",18
1925,investment management,3
